"Trade_Code";"Trade_Cls";"TradeExternal_Cls";"Trade_Name";"Contact_Person";"Address1";"Address2";"City";"Postal_Code";"Telephone";"Fax";"Email";"Country_Cls";"Last_Update"
"801991";"001";"V";"GLORY KATRI PUTERA~PT.";"Ms. Yuanita Gustanti";"Ruko Buaran Persada No. 19";"JL. RS. Soekamto";"Jakarta Timur";"13450";"02186601788";"0218601592";"glorysales@cbn.net.id";"ID";"4/3/2021 10:56:00 AM"
"802000";"000";"V";"PT. GLOBAL CHEMINDO MEGATRADING (SO)";"Ms. Stephanie";"JL. Pulo Kambing Raya";"Kav. 2E No. 8 Kawasan Industri Pulo Gadung";"Jakarta Timur";"";"02146830028";"02146836167";"stephanie@enseval.com";"ID";"4/3/2021 10:56:00 AM"
"802001";"001";"V";"GLOBAL CHEMINDO MEGATRADING~PT.";"Ms. Sylvia Aurelia";"JL. Pulo Kambing Raya";"Kav. 2E No. 8 Kawasan Industri Pulo Gadung";"Jakarta Timur";"13920";"02146830028";"02146836167";"sylvia.aurelia@gcm.co.id";"ID";"4/3/2021 10:56:00 AM"
"802020";"000";"V";"PT. TRITUNGGAL ARTHA MAKMUR (SO)";"MRS MARIANI";"KOMPLEK GRAHA KENCANA BLOK AB";"JALAN PERJUANGAN NO 88";"JAKARTA";"11530";"02153677181";"";"mariani.cpf@triarth.com";"ID";"4/3/2021 10:56:00 AM"
"802021";"001";"V";"TRITUNGGAL ARTHA MAKMUR~PT.";"MRS MARIANI";"KOMPLEK GRAHA KENCANA BLOK AB";"JALAN PERJUANGAN NO 88";"JAKARTA";"11530";"02153677181";"";"mariani.cpf@triarth.com";"ID";"4/3/2021 10:56:00 AM"
"802030";"000";"V";"PT. MENJANGAN SAKTI (SO)";"MRS YULIANA PURNANINGRUM,";"JL. HR RASUNA SAID";"KAVLING. B-34 KUNINGAN";"JAKARTA";"12940";"0215222468";"0215222464";"yuliana.purnaningrum@mensa.co.id";"ID";"4/3/2021 10:56:00 AM"
"802031";"001";"V";"MENJANGAN SAKTI~PT.";"MRS YULIANA PURNANINGRUM";"JL. HR RASUNA SAID";"KAVLING. B-34 KUNINGAN";"JAKARTA";"12940";"0215222468";"0215222464";"yuliana.purnaningrum@mensa.co.id";"ID";"4/3/2021 10:56:00 AM"
"802041";"001";"V";"PT. ASTAMULYA MANDIRI";"Mrs. Linda";"Apartemen Mediterania Unit Kios R3/M02";"JL. Gajah Mada 174 RT 001/015 Taman Sari";"Jakarta Barat";"11110";"02163875240";"";"astamulya@gmail.com";"ID";"4/3/2021 10:56:00 AM"
"802051";"001";"V";"PT. PROFITA RAYA";"Mr. Efendi Kusnadi";"JL. Kopo Bihbul Km. 6,7 No. 70";"";"Bandung";"";"0225401882";"0225401098";"profita@bdg.centrin.net.id";"ID";"4/3/2021 10:56:00 AM"
"802060";"000";"V";"PT. KAO INDONESIA CHEMICALS (SO)";"Mrs. Rita Rarasati";"JL. Raya Tambun KM.42";"";"Bekasi";"17510";"02188326188";"02188327732";"dwinanti@kaochem.co.id";"ID";"4/3/2021 10:56:00 AM"
"802061";"001";"V";"KAO INDONESIA CHEMICALS~PT.";"Mrs. Rita Rarasati";"JL. Raya Tambun KM.42";"";"Bekasi";"17510";"02188326188";"02188327732";"dwinanti@kaochem.co.id";"ID";"4/3/2021 10:56:00 AM"
"802070";"000";"V";"PT. GALA LAKSANA KREASI (SO)";"Mrs. Fifi";"JL. Sunter Agung Niaga 2";"Blok G1 No. 20, Sunter Agung Podomoro";"Jakarta Utara";"14350";"02129385059";"02129385089";"fifi@galalaksana.com";"ID";"4/3/2021 10:56:00 AM"
"802071";"001";"V";"GALA LAKSANA KREASI~PT.";"Mrs. Fifi";"JL. Sunter Agung Niaga 2";"Blok G1 No. 20, Sunter Agung Podomoro";"Jakarta Utara";"14350";"02129385059";"02129385089";"fifi@galalaksana.com";"ID";"4/3/2021 10:56:00 AM"
"802081";"001";"V";"CV. HOFUNA RHODEMAC RAYA";"Mr. Dodi Rhodia";"Ruko Kota Serang Baru (KBS) Blok B74 No.28";"JL. Raya Serang - Cibarusah, Serang Baru Cikarang";"Cikarang";"";"02171221023";"02129452632";"hofuna.bio@gmail.com";"ID";"4/3/2021 10:56:00 AM"
"802091";"001";"V";"PD. PUTRA PERKASA";"Mr. Lim";"JL. Pluit Putra III No. 14 B";"";"Jakarta";"14450";"0216603600";"0216691621";"putra.p3rkasa@yahoo.com";"ID";"4/3/2021 10:56:00 AM"
"802100";"000";"V";"PT. SINERGI MULTI LESTARINDO (SO)";"Mrs. Tanti Royani";"The Vida Office Building 5th floor#10";"JL. Raya Perjuangan No.8 Kebun Jeruk";"Jakarta Barat";"11530";"02129661365";"02129661366";"wiwaswan@synergigroup.co.id";"ID";"4/3/2021 10:56:00 AM"
"302360";"000";"C";"SUNTORY/PT. SUNTORY GARUDA";"";"Wisma Garudafood 2 Lt. Dasar";"Jl. Bintaro Raya No.10A Rt.00";"Rw.010 Kebayoran Lama Utara";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302370";"000";"C";"ROHTO LABORATORIES INDONESIA~PT.";"";"GD Anz Tower Lt. 19";"Jl. Jend Sudirman Kav 33 A Tanah Abang";"Jakarta Pusat DKI Jakarta";"10220";"";"";"";"";"4/3/2021 10:56:00 AM"
"302380";"000";"C";"SUNTORY/PT. TUDUNG PUTRA PUTRI";"Wisma Garudafood II";"Jl. Bintaro Raya No.10A Rt.003";"Rw.010 Kebayoran Lama Utara";"Kebayoran Lama-Jakarta Selatan";"41361";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"302391";"001";"C";"HOKKAN INDONESIA~PT.";"";"Jl. Raya Ciawi - Sukabumi Km. 3";"Rt.000 Rw.000 Bitung Sari - Ciawi";"Kab. Bogor 16720";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"302401";"001";"C";"TANSHIA CONSUMER PRODUCTS~PT.";"";"Jl. Pancasila I Rt/Rw 004/001";"Cicadas Gunung Putri";"Bogor";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"302410";"000";"C";"MILKO BEVERAGE INDUSTRY~PT.";"";"Jl. Mayjen H.R.E.Sukma Km.15";"No.3, Ciherang Pondok Caringin";"Bogor Jawa Barat";"00000";"";"";"";"";"4/3/2021 10:56:00 AM"
"302420";"000";"C";"GOLDEN KREASI INOVA~PT.";"";"Jl. Gempol Asri No. 65 Rt 005 Rw 001";"Kelurahan Gempolsari Kecamatan Bandung";"Kulon Bandung Jawa Barat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302421";"001";"C";"GOLDEN KREASI INOVA~PT.";"";"Jl. Gempol Asri No. 65 Rt 005 Rw 001";"Kelurahan Gempolsari Kecamatan Bandung";"Kulon Bandung Jawa Barat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302430";"000";"C";"UNION CONFECTIONERY~PT.";"";"Jl. Medan Belawan Km. 10.5 Mabar";"Kel. Mabar - Kec. Medan Deli";"Medan-Sumatra Utara";"20242";"";"";"";"";"4/3/2021 10:56:00 AM"
"302440";"000";"C";"LAVARIAN AROMINDO PRATAMA~PT.";"";"Jl. Halim Perdana Kusuma No.9 RT.001 RW.001";"Jurumudi - Tangerang";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302450";"000";"C";"SUNTORY GARUDA BEVERAGE~PT.";"";"Jl. Bintaro Raya No. 10A";"RT. 003 RW. 010 Kebayoran Lama Utara,";"Kebayoran Lama Jakarta Selatan";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302460";"000";"C";"PREMIER BOGA NUSANTARA~PT.";"";"Jl. Panglima polim Raya no. 100";"Gedung graha Ada Lt.4 kramat";"Pela-Kebayoran Baru Jak - Sel";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302470";"000";"C";"GONDOWANGI TRADISIONAL KOSMETIKA~PT.";"KOSMETIKA";"Jl. Jababeka Blok U No. 29 C";"Rt/Rw.03/03 Karang Baru";"Cikarang Utara Bekasi";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302480";"000";"C";"PESONA BINTANG UTAMA~PT.";"";"Tambak Ngestiharjo, Kasihan,";"Bantul, D.I.";"Yogyakarta";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"302491";"001";"C";"CIRACASINDO PERDANA~PT.";"";"Jl. Penganten Ali No. 40A RT.006 RW.06,";"Ciracas - Jakarta Timur";"";"13740";"02187712335";"";"";"";"4/3/2021 10:56:00 AM"
"700280";"100";"V";"TIANJIN LIGHT PERFUME FACTORY";"Tianjin Honesty Trade Co.,Ltd";"Liu Kuai Zhuanh Village,";"Xi Di Tou Town";"Bei Chen District Tianjin";"";"008602260895766";"008602260895788";"xiaosong-1968@hotmail.com";"CN";"4/3/2021 10:56:00 AM"
"700290";"100";"V";"VIETNAM KIRIN ACECOOK BEVERAGE";"Mr. Morita";"Lot D-3A-CN,";"My Phuoc Industrial Parks 2,";"Ben Cat District, Binh Duong";"";"";"";"";"VN";"4/3/2021 10:56:00 AM"
"700300";"100";"V";"SHANGHAI PU-JIE FRAGRANCE CO.";"Miss Song";"The 9Th Floor, Victory Square";"Building B,1068#, Xikang  Road";"Shanghai, China 200060";"200060";"08602164576199";"08602132271126";"pujie@online.sh.cn";"CN";"4/3/2021 10:56:00 AM"
"700310";"100";"V";"TRIMETA ASIA PTE. LTD.";"Mr. Samad";"110 Middle Road";"#05-03 Chiat Hong Building";"Singapore 188968";"188968";"6562227787";"6590667006";"kingc2pacific.net.sg";"SG";"4/3/2021 10:56:00 AM"
"700320";"100";"V";"MERCK";"Siti Radzian";"1 Science Park Road,";"#02-14 The Capricorn";"Singapore Science Park II";"117528";"6565930206";"";"www.safcglobal.com";"SG";"4/3/2021 10:56:00 AM"
"700330";"100";"V";"BAN THAMMAPORN SHOP";"Pavasuth Khuntithong";"79/64 Moo 6 Lamlukka Road,";"Beungkhampoy lamlukaPathumthne";"Thailand";"12150";"660815650888";"660869784561";"pavasuth@gmail.com";"TH";"4/3/2021 10:56:00 AM"
"700340";"100";"V";"RIKEVITA (SINGAPORE) PTE LTD";"Mr. Koo Weyseng";"41 Science Park Road, #02-01";"The Gemini, Science Park II";"Singapore";"117610";"6562983505";"6562983932";"";"SG";"4/3/2021 10:56:00 AM"
"700350";"100";"V";"HEXA CHEMICALS (S) PTE. LTD.";"Jesling Chow Jiexin";"1 Maritime Square #09-52";"HarbourFront Centre";"Singapore 099253";"";"6563753064";"6562704033";"chow.jiexin@hexachem.com.sg";"SG";"4/3/2021 10:56:00 AM"
"700360";"100";"V";"MITSUBA TRADING CO., LTD.";"Masahiro Yokoyama";"4,1-CHOME, YOTSUYA";"SHINJUKU-KU";"TOKYO 160-0004";"160-0004";"81333532303";"81333532545";"www.mitsuba-t.com";"JP";"4/3/2021 10:56:00 AM"
"700370";"100";"V";"TANEMURA & CO.,LTD.";"Mr. Manabu Tominaga";"3-9 Shiba daimon 2-chome";"Minatoku";"Tokyo 105-0012";"";"810335787011";"810335787005";"tominam@tanemura.com";"JP";"4/3/2021 10:56:00 AM"
"700380";"100";"V";"AGRUMARIA CORLEONE S.P.A";"Mr. Mark Everett";"Via Salvatore Corleone,12";"Zona Industriale Brancaccio";"I-90124 Palermo, Italy";"";"390916213933";"390091476441";"mark.everett@agruco-asia.net";"IT";"4/3/2021 10:56:00 AM"
"700390";"100";"V";"KERRY FLAVOURS FRANCE SAS";"Pamela Foerster";"EMEA Region";"Z.I. du Plan";"06131 Garasse Cedex, France";"";"330493093000";"330493708239";"pamela.foerster@kerry.com";"FR";"4/3/2021 10:56:00 AM"
"700400";"100";"V";"TAKASAGO INTERNATIONAL(S) PTE. LTD";"Ms. Lina Marliana S";"215 Pandan Loop";"Singapore 128406";"";"";"6567791077";"6567775000";"lina_marliana@takasago.com";"SG";"4/3/2021 10:56:00 AM"
"700410";"100";"V";"INDUKERN, S.A. F&F INGREDIENTS";"Marina Sampietro";"Parc Empresarial MAS BLAU II";"Alta Ribagorza, 6-8. 08820";"El Prat de Llobregat,Barcelona";"";"34935069162";"34935069195";"msampietro@indukern.es";"ES";"4/3/2021 10:56:00 AM"
"700420";"100";"V";"SILVESTRIS & SZILAS";"Ms. Kinga Borsos";"Vasut u.42";"2144 Kerepes, Hungary";"";"";"3628480675";"3628482099";"silvestris@silvestris.hu";"HU";"4/3/2021 10:56:00 AM"
"802190";"000";"V";"PT. PRIMADITHA JAYA MANDIRI (SO)";"Mrs. Woro Setyaningtyas";"JL. Taman Tekno Kav. Multiguna";"Blok A-1/38, Setu";"Tanggerang";"";"02175881928";"02175881929";"woro.setyaningtyas@primadhita.com";"ID";"4/3/2021 10:56:00 AM"
"802191";"001";"V";"PRIMADITHA JAYA MANDIRI~PT.";"Mrs. Woro Setyaningtyas";"JL. Taman Tekno Kav. Multiguna";"Blok A-1/38, Setu";"Tanggerang";"";"02175881928";"02175881929";"woro.setyaningtyas@primadhita.com";"ID";"4/3/2021 10:56:00 AM"
"802201";"001";"V";"PT. GLORY KATRI PUTERA";"Ms. Yuanita Gustanti";"Ruko Buaran Persada No. 19";"JL. RS. Soekamto";"Jakarta Timur";"13450";"02186601788";"0218601592";"glorysales@cbn.net.id";"ID";"4/3/2021 10:56:00 AM"
"802210";"000";"V";"PT. PRIMA MEDIKEM UTAMA (SO)";"Mrs. Tanti";"Ruko Sentra Niaga Puri Indah";"Blok T2/23, Kembangan";"Jakarta Barat";"11610";"02129047277";"02129047278";"tanti@tatarasa.com";"ID";"4/3/2021 10:56:00 AM"
"802211";"001";"V";"PRIMA MEDIKEM UTAMA~PT.";"Mrs. Tanti";"Ruko Sentra Niaga Puri Indah";"Blok T2/23, Kembangan";"Jakarta Barat";"11610";"02129047277";"02129047278";"tanti@tatarasa.com";"ID";"4/3/2021 10:56:00 AM"
"802221";"001";"V";"WARIS~PT. PERUSAHAAN DAGANG DAN INDUSTRI";"Mr. SULARJO";"JL. Haji Ten No. 41";"Rawamangun";"Jakarta Timur";"";"02148983015";"0214759661";"ptwaris@cbn.net.id";"ID";"4/3/2021 10:56:00 AM"
"802231";"001";"V";"ASAHI FAMILY~CV.";"Mr. Halim";"JL. Raya By Pass Jomin Blok C No.1";"Kec. Kota Baru";"Karawang";"";"02648389551";"02648385506";"asahi.family@gmail.com";"ID";"4/3/2021 10:56:00 AM"
"802240";"000";"V";"PT. SENSIENT TECHNLOGIES (SO)";"Deddy Haryadi";"Artha Gading Niaga Blok C No. 3";"JL. Artha Gading Boulevard, Kelapa Gading";"Jakarta";"14240";"02145856710";"02145850583";"deddy.haryadi@sensient.com";"ID";"4/3/2021 10:56:00 AM"
"802241";"001";"V";"SENSIENT TECHNOLOGIES INDONESIA~PT.";"Mr. Deddy Haryadi";"Artha Gading Niaga Blok C No. 3";"JL. Artha Gading Boulevard, Kelapa Gading";"Jakarta";"14240";"02145856710";"02145850583";"deddy.haryadi@sensient.com";"ID";"4/3/2021 10:56:00 AM"
"802250";"000";"V";"PT. INGREDION INDONESIA (SO)";"Mr. Arie Wiryawan";"Talavera Suite Lt. Mezanine, Talavera Office Park";"JL. TB Simatupang Kav. 22-26 RT. 003 RW. 001, Cilandak Barat";"Jakarta Selatan";"12430";"02175924377";"02175924373";"arie.wiryawan@ingredion.com";"ID";"4/3/2021 10:56:00 AM"
"802251";"001";"V";"INGREDION INDONESIA~PT.";"Mr. Dharma Praba";"Talavera Suite Lt. Mezanine, Talavera Office Park";"JL. TB Simatupang Kav. 22-26 RT. 003 RW. 001, Cilandak Barat";"Jakarta Selatan";"12430";"02175924377";"02175924373";"dharma.praba@ingredion.com";"ID";"4/3/2021 10:56:00 AM"
"802261";"001";"V";"TELAGASAKTI SAKATAUTAMA~PT.";"Mr. Dedy Suhendra";"Jl. Kayu Manis I No.1";"";"Jakarta Timur";"13130";"02185902828";"02185912828";"telagasakti@yahoo.com";"ID";"4/3/2021 10:56:00 AM"
"802271";"001";"V";"VENKEN INTERNATIONAL KIMIA~PT.";"Ms. Vionika";"Jl. Raya Kelapa Puan AG 1/7";"Gading Serpong - Tangerang 15810";"Tangerang";"15810";"0215469224";"02154211633";"sales-food@centrin.net.id";"ID";"4/3/2021 10:56:00 AM"
"802281";"001";"V";"CHEETAM GARAM INDONESIA~PT.";"Mr. Anton Cendra";"Jl. Australia 1, Kav.I.3 - 1,";"Krakatau Industrial Estate KIEC";"Cilegon";"42443";"2541037";"2548703";"anton.cendra@cheetham.co.id";"ID";"4/3/2021 10:56:00 AM"
"802291";"001";"V";"WWRC INDONESIA~PT.";"Mr. Lukman";"Kawasan Multiguna, Taman Tekno";"BSD City Sektor XI, Blok B No.3A";"Tangerang 15310";"15310";"02175874544";"02175874546";"lukman@wwrc.co.id";"ID";"4/3/2021 10:56:00 AM"
"700430";"100";"V";"JAIRAMDASS KHUSHIRAM";"Mr. Ankit Aggarwal";"Plot No.5, Sector 19-C,";"Opp. Punjab National Bank, Vashi";"Navi Mumbai -400 705 India";"";"00912227831232";"00912227835618";"jk@herbaltrade.com";"IN";"4/3/2021 10:56:00 AM"
"700440";"100";"V";"DE MONCHY AROMATICS CHINA Ltd";"Ms. Inge Prasetyo";"Suite 1603 OOCL Plaza";"841 Yan An Middle Road";"Shanghai, P.R.C.";"200040";"862162897588";"862162792385";"inge.prasetyo@demonchy.cn";"CN";"4/3/2021 10:56:00 AM"
"700450";"100";"V";"MORIMURA BROS.,INC";"Mr. Hediki Takeda";"Morimura BLDG.,3-1,";"Toranomon 1-Chome, Minato-Ku";"Tokyo 105-8451 Japan";"";"81335021635";"81335022217";"h-taheda@morimura.co.jp";"JP";"4/3/2021 10:56:00 AM"
"700460";"100";"V";"CALTECH CORP.,LTD";"Achara Sophonphaiboon";"38/8 MOO 3. BANGPLA, BANGPHLI";"SAMUTPRAKARN 10540";"";"";"66218212147";"6621821218";"CALWIT@BKK.LOXINFO.CO.TH";"TH";"4/3/2021 10:56:00 AM"
"700470";"100";"V";"KANCOR INGREDIENTS LTD";"Vishnu R";"KANCOR ROAD";"ANGAMALY SOUTH 683573, KERALA";"INDIA";"";"914842452236";"914842453376";"r.vishnu@kancor.in";"IN";"4/3/2021 10:56:00 AM"
"700480";"100";"V";"QINGDAO FREE TRADE ZONE UNITED INTERNATIONAL Co.,LTD";"Crystal Wang";"18/F, Huaren International Building,";"2A Shandomg road, Qingdao";"China 266071";"";"8653286069596";"8653283893696";"wangshangling@teriocorp.com";"CN";"4/3/2021 10:56:00 AM"
"700490";"100";"V";"BEIJING SALION FOOD CO, LTD";"MR. MARQUIS IRAWAN";"RM612, WANDO BUSINESS BUILDING NO.72";"YOUNEI STREET, XUANWU DISTRICT";"BEIJING";"";"";"";"";"CN";"4/3/2021 10:56:00 AM"
"700500";"100";"V";"VENTURA COASTAL LLC";"LAILA HAZEN";"2325 VISTA DEL MAR DRIVE VENTURA";"PO BOX 69, VENTURA, CA 93002-0069, USA";"";"";"8056537028";"8056537777";"lhazen@vcoastal.com";"US";"4/3/2021 10:56:00 AM"
"700510";"100";"V";"AROMOR FLAVOR & FRAGRANCES LTD";"Mr. Milan V. Mehta";"107, Sutaria Complex, 23, Maharashtra Society";"Mitakhali, Ellisbidge, Ahmedabad";"";"380006";"919824033410";"917926426080";"milan@armate.co.in";"IN";"4/3/2021 10:56:00 AM"
"700520";"100";"V";"INOUE PERFUMERY MFG. CO.,LTD";"";"1-36-11 Okusawa, Setagaya-ku";"Tokyo 158-0083";"Tokyo";"158-0083";"81337299147";"81337299090";"a-shimizu@ino-p.com";"JP";"4/3/2021 10:56:00 AM"
"700530";"100";"V";"AMANO ENZYME INC";"KEN IRITANI";"1-2-7, NISHIKI, NAKAKU";"NAGOYA 460-8630";"NAGOYA";"4608630";"810522113032";"810522113054";"ken_iritani@amano-enzyme.ne.jp";"JP";"4/3/2021 10:56:00 AM"
"700540";"100";"V";"NIKKO CHEMICALS SINGAPORE PTE LTD";"Ms Wendy Hung";"39 Ayer Merbau Road";"Jurong Island";"";"627718";"6568966552";"6568966557";"emi.tan@nikkol.com.sg";"SG";"4/3/2021 10:56:00 AM"
"700550";"100";"V";"IFF (ZHEJIANG) CO LTD";"Lila Zhu";"No. 321, 20 Ave";"Hangzhou Economic & Technological Development";"Zhejiang";"310018";"8657128928399";"";"lila.zhu@iff.com";"CN";"4/3/2021 10:56:00 AM"
"700560";"100";"V";"IFF (NORTH AMERICA) INC";"Fei Ren";"600 State Highway 36, Hazlet NJ";"";"";"07730";"0017323352273";"0017323352595";"Noviantie.Lie@IFF.com";"";"4/3/2021 10:56:00 AM"
"700572";"102";"V";"INOUE PERFUMERY MFG. CO.,LTD";"";"1-36-11 Okusawa, Setagaya-ku";"Tokyo 158-0083";"Tokyo";"158-0083";"81337299147";"81337299090";"a-shimizu@ino-p.com";"JP";"4/3/2021 10:56:00 AM"
"700730";"100";"V";"KOMPOZICIO";"Mr. Zoltan Fehervari";"H-2053 Herceghalom, Zsambeki str. 16/b.";"";"";"";"003623319115";"";"kompoziciohh@t-online.hu";"HU";"4/3/2021 10:56:00 AM"
"700740";"100";"V";"TOP ONIONS";"Mr. Jac Liebregts";"Baarlandsezandweg 5";"4431 NJ s-Gravenpolder";"";"";"310113315053";"310113315060";"j.liebregts@toponions.com";"NL";"4/3/2021 10:56:00 AM"
"700750";"100";"V";"SHANGHAI M&U INTERNATIONAL";"Mr. William Sun";"RM1717, No.598, North Nujiang Road";"200333";"Shanghai";"";"862160762992";"";"wlmsun@mu-intel.com";"CN";"4/3/2021 10:56:00 AM"
"700760";"100";"V";"SODA AROMATIC (SINGAPORE) PTE. LTD";"Mr. Nozomu Harashima";"";"7A BUROH LANE";"SINGAPORE 618293";"";"";"";"";"SG";"4/3/2021 10:56:00 AM"
"700770";"100";"V";"CP JAPAN";"Mr. Motozawa";"";"";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"700780";"100";"V";"CITRUS AND ALLIED ESSENCES LTD";"Ms. Nathalie";"4620 Mercedes Drive";"Belcamp, MD 21017";"";"";"";"";"helwin@pratistaarjana.com";"";"4/3/2021 10:56:00 AM"
"700790";"100";"V";"ADM ASIA-PACIFIC TRADING PTE LTD";"Mr. Narko Priatno";"21 Biopolis Road, The Nucleos";"South Tower #02-24/25/26";"Singapore";"138567";"6567041881";"6563690288";"Narko.Priatno@adm.com";"SG";"4/3/2021 10:56:00 AM"
"700800";"100";"V";"CITRASOURCE/ FRUTAROM";"Ms. Stevani Lifito";"1000 American Superior Blvd";"Winter Haven, FL 33880";"";"";"8632930325";"8632930352";"stlifito@frutarom.com";"US";"4/3/2021 10:56:00 AM"
"700810";"100";"V";"GREENFIELD";"KATARZYNA FALENCZYKOWSKA";"UL. GORCZEWSKA 242/31";"01-460";"WARSZAWA";"";"48223983949";"48223987969";"katarzyna.falenczykowska@greenfield.eu.com";"PL";"4/3/2021 10:56:00 AM"
"700820";"100";"V";"IFF (GREATER ASIA) PTE LTD";"Ms. Christine Cheng";"4 Chin Bee Drive, Singapore 619855";"";"";"";"6566616086";"6566616030";"Christine.cheng@iff.com";"SG";"4/3/2021 10:56:00 AM"
"700830";"100";"V";"CAPE FRUIT PROCESSORS PTY. LTD";"Mr. Max Thalwitzer";"PO Box 992 Hoedspruit, 1380";"";"";"";"270157955028";"270157955419";"max@capefruits.co.za";"ZA";"4/3/2021 10:56:00 AM"
"700840";"500";"V";"Ogawa Flavors & Fragrances (Singapore) Pte. Ltd";"Mrs. Teresa";"51 Science park Road";"Science Park II, #04-24, The Aries";"";"117586";"";"";"teresa@ogawa-sg.net";"SG";"4/3/2021 10:56:00 AM"
"700850";"100";"V";"SHANGHAI HUA XIN INDUSTRIAL AND TRANDING CO., LTD";"Ms Saran Xue";"Rm 1408, Budg 1";"No. 100 Dong Ti Yu Hui Road";"Shanghai";"200081";"00862156717601";"00862156717621";"saran@huaxinet.com.cn";"CN";"4/3/2021 10:56:00 AM"
"700860";"000";"V";"PYRAZYNE SPECIALTIES";"Mr. Al Harmon";"5340 Highway 42";"Ellenwood";"";"";"14045246744";"14045771651";"aharmon@pyrazinespecialties.com";"US";"4/3/2021 10:56:00 AM"
"700870";"100";"V";"EXCELLENTIA INTERNATIONAL";"Mr. Jeffrey Buco";"30 Stewart Place, Fairfield, NJ 07004";"";"New Jersey";"";"7327498930";"9735801618";"jbuco@excellentiaint.com";"US";"4/3/2021 10:56:00 AM"
"700880";"100";"V";"Ogawa Flavors and Fragrances (Shanghai) Co., LTD";"Ms Lisa";"85 Jiangtion Rd. (East)";"";"Song Jiang District";"201613";"862167742188";"862167741018";"yuan.jie@ogawash.net";"CN";"4/3/2021 10:56:00 AM"
"700890";"100";"V";"CITROSUCO";"Cristal Marcon Jucilaine";"Rua João Pessoa, 305 - Centro";"Matão - SP - Brasil. 15990-902";"";"";"551633838500";"551633842059";"JCristal@citrosuco.com.br";"BR";"4/3/2021 10:56:00 AM"
"700900";"100";"V";"BONTOUX";"Ms. Emilie  Zaninetta";"Quartier Aguzon";"Lieu dit Le Clot - 26170 Saint-Auban-sur";"l’Ouvèze";"";"330475286464";"330475286032";"emilie.zaninetta@bontoux.com";"FR";"4/3/2021 10:56:00 AM"
"700910";"100";"V";"NATUREX";"ALVIN LIM";"375 Huyler Street";"South Hackensack";"";"07606";"12014405000";"12013428000";"E.Lim@naturex.com";"US";"4/3/2021 10:56:00 AM"
"700920";"100";"V";"MORIMURA BROS (SINGAPORE) Pte Ltd";"JULIYANA YUSOFF";"101 THOMSON ROAD #09-01A";"UNITED SQUARE SINGAPORE";"";"307591";"6563235055";"6563236066";"juli@morimura-sg.com";"SG";"4/3/2021 10:56:00 AM"
"700930";"100";"V";"FERRER HEALTH TECH - INTERQUIM, S.A.";"Mr. Yago Orteu";"Ctra. de Zeneta 143 - 145";"30588 BENIEL";"Murcia";"";"34968012000";"34968012049";"YOrteu@ferrer.com";"ES";"4/3/2021 10:56:00 AM"
"700940";"100";"V";"ADVANCED BIOTECH";"DIANA ROBINSON";"10 Taft Road, Totowa, NJ 07512";"";"NEW JERSEY";"07512";"9733396242";"9732564101";"drobinson@adv-bio.com";"US";"4/3/2021 10:56:00 AM"
"700950";"100";"V";"LLUCH ESSENCE";"TAMARA LOPEZ";"LO GAITER, 160";"PRAT DE LLOBREGAT";"BARCELONA";"08820";"34933793849";"34933706504";"tamara.lopez@lluche.com";"ES";"4/3/2021 10:56:00 AM"
"700960";"100";"V";"ESSENTIAL OILS OF TASMANIA PTY LTD";"LISA LODS";"1520 CHANNEL HIGHWAY, MARGATE, 7054";"P.O. BOX 162, KINGSTON, TASMANIA 7051 AUSTRALIA";"TASMANIA";"7051";"61362294222";"61362292957";"Lisa@eotasmania.com.au";"AU";"4/3/2021 10:56:00 AM"
"700970";"100";"V";"JIAXING SUNLONG INDUSTRIAL & TRADING CO., LTD";"Mr Gavin";"F6, BUILDING 1";"NO. 39 KAIXI ROAD";"JIAXING";"";"8657382114225";"8657382117720";"gavin@chinaexportonline.com";"CN";"4/3/2021 10:56:00 AM"
"700980";"100";"V";"Ogawa Flavors & Fragrances (Thailand)Co., Ltd";"Mr. Goto Takuya";"Rasa Tower 1, 22nd Floor, Unit 2203-3";"555 Phaholyotin Road";"";"";"6620355338";"";"goto.takuya@ogawa.net";"TH";"4/3/2021 10:56:00 AM"
"700990";"100";"V";"KUNSHAN SUNNY PACKAGING PRODUCTS CO., LTD.";"";"No. 5 A5 Road, Penglang street";"";"Development Zone in Kunshan Ci";"215333";"8651257382180";"8651257382182";"ks.sunny@163.com";"CN";"4/3/2021 10:56:00 AM"
